Date,Symbol,Tick,Price
2025-05-08,AAPL,48,213.47
2025-05-08,AAPL,49,213.47
2025-05-08,AAPL,50,213.61
2025-05-08,AAPL,51,213.5
2025-05-08,AAPL,52,213.61
2025-05-08,AAPL,53,213.39
2025-05-08,AAPL,54,213.53
2025-05-08,AAPL,55,213.9
2025-05-08,AAPL,56,213.92
2025-05-08,AAPL,57,214.52
2025-05-08,AAPL,58,214.61
2025-05-08,AAPL,59,214.73
2025-05-08,AAPL,60,214.6
2025-05-08,AAPL,61,214.64
2025-05-08,AAPL,62,214.41
2025-05-08,AAPL,63,214.51
2025-05-08,AAPL,64,214.45
2025-05-08,AAPL,65,214.22
2025-05-08,AAPL,66,213.87
2025-05-08,AAPL,67,213.68
2025-05-08,AAPL,68,213.8
2025-05-08,AAPL,69,214.07
2025-05-08,AAPL,70,214.22
2025-05-08,AAPL,71,213.71
2025-05-08,AAPL,72,213.7
2025-05-08,AAPL,73,214.03
2025-05-08,AAPL,74,214.34
2025-05-08,AAPL,75,214.51
2025-05-08,AAPL,76,214.5
2025-05-08,AAPL,77,214.47
2025-05-08,AAPL,78,214.3
2025-05-09,AAPL,1,213.4
2025-05-09,AAPL,2,214.23
2025-05-09,AAPL,3,214.04
2025-05-09,AAPL,4,214.01
2025-05-09,AAPL,5,214.12
2025-05-09,AAPL,6,214.04
2025-05-09,AAPL,7,213.93
2025-05-09,AAPL,8,213.76
2025-05-09,AAPL,9,214.05
2025-05-09,AAPL,10,213.91
2025-05-09,AAPL,11,214.56
2025-05-09,AAPL,12,214.29
2025-05-09,AAPL,13,213.79
2025-05-09,AAPL,14,214.09
2025-05-09,AAPL,15,213.75
2025-05-09,AAPL,16,213.36
2025-05-09,AAPL,17,213.72
2025-05-09,AAPL,18,214.3
2025-05-09,AAPL,19,213.91
2025-05-09,AAPL,20,213.78
2025-05-09,AAPL,21,213.74
2025-05-09,AAPL,22,213.74
2025-05-09,AAPL,23,213.48
2025-05-09,AAPL,24,213.24
2025-05-09,AAPL,25,213.31
2025-05-09,AAPL,26,213.64
2025-05-09,AAPL,27,213.85
2025-05-09,AAPL,28,214.46
2025-05-09,AAPL,29,214.36
2025-05-09,AAPL,30,214.41
2025-05-09,AAPL,31,214.57
2025-05-09,AAPL,32,215.08
2025-05-09,AAPL,33,215.04
2025-05-09,AAPL,34,215.26
2025-05-09,AAPL,35,214.49
2025-05-09,AAPL,36,214.63
2025-05-09,AAPL,37,214.73
2025-05-09,AAPL,38,214.65
2025-05-09,AAPL,39,214.87
2025-05-09,AAPL,40,214.96
2025-05-09,AAPL,41,215.35
2025-05-09,AAPL,42,214.97
2025-05-09,AAPL,43,215.07
2025-05-09,AAPL,44,215.28
2025-05-09,AAPL,45,215.19
2025-05-09,AAPL,46,215.48
2025-05-09,AAPL,47,215.12
2025-05-09,AAPL,48,215.05
2025-05-09,AAPL,49,214.94
2025-05-09,AAPL,50,214.44
2025-05-09,AAPL,51,214.44
2025-05-09,AAPL,52,214.56
2025-05-09,AAPL,53,214.27
2025-05-09,AAPL,54,214.27
2025-05-09,AAPL,55,213.89
2025-05-09,AAPL,56,213.84
2025-05-09,AAPL,57,213.25
2025-05-09,AAPL,58,213.09
2025-05-09,AAPL,59,212.65
2025-05-09,AAPL,60,212.29
2025-05-09,AAPL,61,212.51
2025-05-09,AAPL,62,213.3
2025-05-09,AAPL,63,213.48
2025-05-09,AAPL,64,213.38
2025-05-09,AAPL,65,214.19
2025-05-09,AAPL,66,214.3
2025-05-09,AAPL,67,214.48
2025-05-09,AAPL,68,214.7
2025-05-09,AAPL,69,214.79
2025-05-09,AAPL,70,214.54
2025-05-09,AAPL,71,214.35
2025-05-09,AAPL,72,213.88
2025-05-09,AAPL,73,214.15
2025-05-09,AAPL,74,214.77
2025-05-09,AAPL,75,214.9
2025-05-09,AAPL,76,215.19
2025-05-09,AAPL,77,214.76
2025-05-09,AAPL,78,214.37
2025-05-12,AAPL,1,210.99
2025-05-12,AAPL,2,210.84
2025-05-12,AAPL,3,210.85
2025-05-12,AAPL,4,210.62
2025-05-12,AAPL,5,210.54
2025-05-12,AAPL,6,210.48
2025-05-12,AAPL,7,211.06
2025-05-12,AAPL,8,210.81
2025-05-12,AAPL,9,210.33
2025-05-12,AAPL,10,210.36
2025-05-12,AAPL,11,210.29
2025-05-12,AAPL,12,210.07
2025-05-12,AAPL,13,210.12
2025-05-12,AAPL,14,209.89
2025-05-12,AAPL,15,210.29
2025-05-12,AAPL,16,210.1
2025-05-12,AAPL,17,209.89
2025-05-12,AAPL,18,209.74
2025-05-12,AAPL,19,209.89
2025-05-12,AAPL,20,210.18
2025-05-12,AAPL,21,210.1
2025-05-12,AAPL,22,209.67
2025-05-12,AAPL,23,209.58
2025-05-12,AAPL,24,209.57
2025-05-12,AAPL,25,209.69
2025-05-12,AAPL,26,209.63
2025-05-12,AAPL,27,210.02
2025-05-12,AAPL,28,210.44
2025-05-12,AAPL,29,210.55
2025-05-12,AAPL,30,210.75
2025-05-12,AAPL,31,210.42
2025-05-12,AAPL,32,210.91
2025-05-12,AAPL,33,210.93
2025-05-12,AAPL,34,210.85
2025-05-12,AAPL,35,211.57
2025-05-12,AAPL,36,211.69
2025-05-12,AAPL,37,212.22
2025-05-12,AAPL,38,211.73
2025-05-12,AAPL,39,212.02
2025-05-12,AAPL,40,212.35
2025-05-12,AAPL,41,212.36
2025-05-12,AAPL,42,212.62
2025-05-12,AAPL,43,212.42
2025-05-12,AAPL,44,212.46
2025-05-12,AAPL,45,212.35
2025-05-12,AAPL,46,212.51
2025-05-12,AAPL,47,213.14
2025-05-12,AAPL,48,213
2025-05-12,AAPL,49,213.3
2025-05-12,AAPL,50,213.61
2025-05-12,AAPL,51,213.72
2025-05-12,AAPL,52,213.4
2025-05-12,AAPL,53,213.54
2025-05-12,AAPL,54,213.81
2025-05-12,AAPL,55,213.75
2025-05-12,AAPL,56,213.81
2025-05-12,AAPL,57,213.7
2025-05-12,AAPL,58,213.62
2025-05-12,AAPL,59,213.4
2025-05-12,AAPL,60,213.5
2025-05-12,AAPL,61,213.72
2025-05-12,AAPL,62,214.06
2025-05-12,AAPL,63,213.85
2025-05-12,AAPL,64,213.49
2025-05-12,AAPL,65,213.84
2025-05-12,AAPL,66,213.99
2025-05-12,AAPL,67,214.16
2025-05-12,AAPL,68,213.55
2025-05-12,AAPL,69,213.84
2025-05-12,AAPL,70,213.76
2025-05-12,AAPL,71,213.43
2025-05-12,AAPL,72,213.02
2025-05-12,AAPL,73,213.21
2025-05-12,AAPL,74,213.4
2025-05-12,AAPL,75,213.77
2025-05-12,AAPL,76,214.3
2025-05-12,AAPL,77,214.53
2025-05-12,AAPL,78,214.33
2025-05-13,AAPL,1,206.54
2025-05-13,AAPL,2,206.42
2025-05-13,AAPL,3,206.43
2025-05-13,AAPL,4,206.36
2025-05-13,AAPL,5,206.55
2025-05-13,AAPL,6,206.18
2025-05-13,AAPL,7,206.01
2025-05-13,AAPL,8,205.32
2025-05-13,AAPL,9,205.64
2025-05-13,AAPL,10,204.94
2025-05-13,AAPL,11,204.8
2025-05-13,AAPL,12,204.59
2025-05-13,AAPL,13,204.64
2025-05-13,AAPL,14,204.62
2025-05-13,AAPL,15,204.27
2025-05-13,AAPL,16,204.48
2025-05-13,AAPL,17,204.37
2025-05-13,AAPL,18,204
2025-05-13,AAPL,19,203.82
2025-05-13,AAPL,20,203.51
2025-05-13,AAPL,21,203.76
2025-05-13,AAPL,22,203.95
2025-05-13,AAPL,23,203.78
2025-05-13,AAPL,24,203.88
2025-05-13,AAPL,25,203.5
2025-05-13,AAPL,26,203.5
2025-05-13,AAPL,27,203.91
2025-05-13,AAPL,28,203.44
2025-05-13,AAPL,29,203.86
2025-05-13,AAPL,30,204.18
2025-05-13,AAPL,31,203.36
2025-05-13,AAPL,32,203.98
2025-05-13,AAPL,33,203.88
2025-05-13,AAPL,34,204.02
2025-05-13,AAPL,35,204.32
2025-05-13,AAPL,36,204.55
2025-05-13,AAPL,37,204.62
2025-05-13,AAPL,38,204.41
2025-05-13,AAPL,39,203.91
2025-05-13,AAPL,40,203.96
2025-05-13,AAPL,41,203.63
2025-05-13,AAPL,42,203.44
2025-05-13,AAPL,43,203.71
2025-05-13,AAPL,44,203.92
2025-05-13,AAPL,45,203.69
2025-05-13,AAPL,46,203.38
2025-05-13,AAPL,47,203.07
2025-05-13,AAPL,48,202.88
2025-05-13,AAPL,49,202.83
2025-05-13,AAPL,50,203.24
2025-05-13,AAPL,51,203.07
2025-05-13,AAPL,52,202.53
2025-05-13,AAPL,53,202.92
2025-05-13,AAPL,54,202.58
2025-05-13,AAPL,55,202.27
2025-05-13,AAPL,56,202.28
2025-05-13,AAPL,57,202.56
2025-05-13,AAPL,58,202.13
2025-05-13,AAPL,59,201.76
2025-05-13,AAPL,60,201.8
2025-05-13,AAPL,61,201.63
2025-05-13,AAPL,62,201.64
2025-05-13,AAPL,63,201.97
2025-05-13,AAPL,64,201.71
2025-05-13,AAPL,65,201.9
2025-05-13,AAPL,66,201.94
2025-05-13,AAPL,67,201.69
2025-05-13,AAPL,68,201.69
2025-05-13,AAPL,69,201.33
2025-05-13,AAPL,70,201.21
2025-05-13,AAPL,71,201.04
2025-05-13,AAPL,72,201.47
2025-05-13,AAPL,73,200.92
2025-05-13,AAPL,74,200.61
2025-05-13,AAPL,75,200.72
2025-05-13,AAPL,76,200.31
2025-05-13,AAPL,77,200.27
2025-05-13,AAPL,78,200
2025-05-14,AAPL,1,210.89
2025-05-14,AAPL,2,210.74
2025-05-14,AAPL,3,210.68
2025-05-14,AAPL,4,210.51
2025-05-14,AAPL,5,210.15
2025-05-14,AAPL,6,210.37
2025-05-14,AAPL,7,210.47
2025-05-14,AAPL,8,211.02
2025-05-14,AAPL,9,210.69
2025-05-14,AAPL,10,210.09
2025-05-14,AAPL,11,209.59
2025-05-14,AAPL,12,209.79
2025-05-14,AAPL,13,209.59
2025-05-14,AAPL,14,209.66
2025-05-14,AAPL,15,209.98
2025-05-14,AAPL,16,209.61
2025-05-14,AAPL,17,209.65
2025-05-14,AAPL,18,210.12
2025-05-14,AAPL,19,210.63
2025-05-14,AAPL,20,211.13
2025-05-14,AAPL,21,211.39
2025-05-14,AAPL,22,211.14
2025-05-14,AAPL,23,211.25
2025-05-14,AAPL,24,211.33
2025-05-14,AAPL,25,211.42
2025-05-14,AAPL,26,210.88
2025-05-14,AAPL,27,210.65
2025-05-14,AAPL,28,211.05
2025-05-14,AAPL,29,211.09
2025-05-14,AAPL,30,210.99
2025-05-14,AAPL,31,210.51
2025-05-14,AAPL,32,210.48
2025-05-14,AAPL,33,210.32
2025-05-14,AAPL,34,210.45
2025-05-14,AAPL,35,210.06
2025-05-14,AAPL,36,210.01
2025-05-14,AAPL,37,209.55
2025-05-14,AAPL,38,209.84
2025-05-14,AAPL,39,209.8
2025-05-14,AAPL,40,209.2
2025-05-14,AAPL,41,209.14
2025-05-14,AAPL,42,208.65
2025-05-14,AAPL,43,208.61
2025-05-14,AAPL,44,208.69
2025-05-14,AAPL,45,208.32
2025-05-14,AAPL,46,208.18
2025-05-14,AAPL,47,207.88
2025-05-14,AAPL,48,207.76
2025-05-14,AAPL,49,207.72
2025-05-14,AAPL,50,207.61
2025-05-14,AAPL,51,207.9
2025-05-14,AAPL,52,207.56
2025-05-14,AAPL,53,207.58
2025-05-14,AAPL,54,207.43
2025-05-14,AAPL,55,207.52
2025-05-14,AAPL,56,207.46
2025-05-14,AAPL,57,207.52
2025-05-14,AAPL,58,206.89
2025-05-14,AAPL,59,206.99
2025-05-14,AAPL,60,206.28
2025-05-14,AAPL,61,206.2
2025-05-14,AAPL,62,206.36
2025-05-14,AAPL,63,206.02
2025-05-14,AAPL,64,205.79
2025-05-14,AAPL,65,205.79
2025-05-14,AAPL,66,205.45
2025-05-14,AAPL,67,204.91
2025-05-14,AAPL,68,205.01
2025-05-14,AAPL,69,205.1
2025-05-14,AAPL,70,204.71
2025-05-14,AAPL,71,204.98
2025-05-14,AAPL,72,204.45
2025-05-14,AAPL,73,203.98
2025-05-14,AAPL,74,203.86
2025-05-14,AAPL,75,203.99
2025-05-14,AAPL,76,204.05
2025-05-14,AAPL,77,204.12
2025-05-14,AAPL,78,203.9
2025-04-01,MSFT,1,380.08
2025-04-01,MSFT,2,380.31
2025-04-01,MSFT,3,380.09
2025-04-01,MSFT,4,378.85
2025-04-01,MSFT,5,378.75
2025-04-01,MSFT,6,378.04
2025-04-01,MSFT,7,377.61
2025-04-01,MSFT,8,377.32
2025-04-01,MSFT,9,376.91
2025-04-01,MSFT,10,376.9
2025-04-01,MSFT,11,377.82
2025-04-01,MSFT,12,377.34
2025-04-01,MSFT,13,377.3
2025-04-01,MSFT,14,377.7
2025-04-01,MSFT,15,377.4
2025-04-01,MSFT,16,377.81
2025-04-01,MSFT,17,377.49
2025-04-01,MSFT,18,377.22
2025-04-01,MSFT,19,378
2025-04-01,MSFT,20,378.66
2025-04-01,MSFT,21,378.25
2025-04-01,MSFT,22,378.04
2025-04-01,MSFT,23,378.29
2025-04-01,MSFT,24,378.39
2025-04-01,MSFT,25,378.78
2025-04-01,MSFT,26,378.73
2025-04-01,MSFT,27,379.34
2025-04-01,MSFT,28,379.69
2025-04-01,MSFT,29,380.61
2025-04-01,MSFT,30,380.94
2025-04-01,MSFT,31,380.7
2025-04-01,MSFT,32,380.87
2025-04-01,MSFT,33,381.58
2025-04-01,MSFT,34,381.09
2025-04-01,MSFT,35,381.17
2025-04-01,MSFT,36,382.07
2025-04-01,MSFT,37,382.38
2025-04-01,MSFT,38,382.71
2025-04-01,MSFT,39,382.82
2025-04-01,MSFT,40,383.21
2025-04-01,MSFT,41,384.57
2025-04-01,MSFT,42,384.07
2025-04-01,MSFT,43,383.33
2025-04-01,MSFT,44,383.45
2025-04-01,MSFT,45,383.33
2025-04-01,MSFT,46,383.64
2025-04-01,MSFT,47,383.93
2025-04-01,MSFT,48,384.1
2025-04-01,MSFT,49,384.63
2025-04-01,MSFT,50,384.42
2025-04-01,MSFT,51,384.27
2025-04-01,MSFT,52,384.53
2025-04-01,MSFT,53,384.51
2025-04-01,MSFT,54,384.95
2025-04-01,MSFT,55,384.19
2025-04-01,MSFT,56,384.49
2025-04-01,MSFT,57,383.87
2025-04-01,MSFT,58,383.6
2025-04-01,MSFT,59,383.77
2025-04-01,MSFT,60,383.96
2025-04-01,MSFT,61,383.97
2025-04-01,MSFT,62,383.97
2025-04-01,MSFT,63,383.98
2025-04-01,MSFT,64,385.05
2025-04-01,MSFT,65,384.8
2025-04-01,MSFT,66,385.55
2025-04-01,MSFT,67,385.39
2025-04-01,MSFT,68,385.69
2025-04-01,MSFT,69,385.66
2025-04-01,MSFT,70,385.75
2025-04-01,MSFT,71,386.01
2025-04-01,MSFT,72,386.45
2025-04-01,MSFT,73,386.1
2025-04-01,MSFT,74,386.87
2025-04-01,MSFT,75,386.74
2025-04-01,MSFT,76,386.68
2025-04-01,MSFT,77,386.76
2025-04-01,MSFT,78,386.71
2025-04-02,MSFT,1,362.66
2025-04-02,MSFT,2,362.42
2025-04-02,MSFT,3,362.05
2025-04-02,MSFT,4,361.88
2025-04-02,MSFT,5,362.74
2025-04-02,MSFT,6,361.95
2025-04-02,MSFT,7,361.7
2025-04-02,MSFT,8,361.7
2025-04-02,MSFT,9,361.04
2025-04-02,MSFT,10,361.23
2025-04-02,MSFT,11,361.43
2025-04-02,MSFT,12,362.49
2025-04-02,MSFT,13,362.17
2025-04-02,MSFT,14,362.34
2025-04-02,MSFT,15,362.77
2025-04-02,MSFT,16,362.71
2025-04-02,MSFT,17,363.02
2025-04-02,MSFT,18,362.14
2025-04-02,MSFT,19,362.67
2025-04-02,MSFT,20,363.54
2025-04-02,MSFT,21,363.54
2025-04-02,MSFT,22,362.96
2025-04-02,MSFT,23,362.92
2025-04-02,MSFT,24,362.59
2025-04-02,MSFT,25,362.19
2025-04-02,MSFT,26,362.17
2025-04-02,MSFT,27,363.08
2025-04-02,MSFT,28,363.57
2025-04-02,MSFT,29,363.1
2025-04-02,MSFT,30,362.7
2025-04-02,MSFT,31,361.44
2025-04-02,MSFT,32,361.13
2025-04-02,MSFT,33,361.48
2025-04-02,MSFT,34,361.58
2025-04-02,MSFT,35,361.22
2025-04-02,MSFT,36,361.69
2025-04-02,MSFT,37,361.3
2025-04-02,MSFT,38,360.87
2025-04-02,MSFT,39,360.31
2025-04-02,MSFT,40,360.16
2025-04-02,MSFT,41,360.58
2025-04-02,MSFT,42,360.73
2025-04-02,MSFT,43,360.64
2025-04-02,MSFT,44,360.77
2025-04-02,MSFT,45,361.34
2025-04-02,MSFT,46,362.07
2025-04-02,MSFT,47,362.03
2025-04-02,MSFT,48,361.54
2025-04-02,MSFT,49,362.36
2025-04-02,MSFT,50,363.01
2025-04-02,MSFT,51,362.49
2025-04-02,MSFT,52,361.57
2025-04-02,MSFT,53,361.12
2025-04-02,MSFT,54,360.28
2025-04-02,MSFT,55,360.75
2025-04-02,MSFT,56,360.62
2025-04-02,MSFT,57,360.85
2025-04-02,MSFT,58,360.4
2025-04-02,MSFT,59,360.63
2025-04-02,MSFT,60,362.11
2025-04-02,MSFT,61,361.84
2025-04-02,MSFT,62,362.07
2025-04-02,MSFT,63,361.58
2025-04-02,MSFT,64,362.03
2025-04-02,MSFT,65,361.85
2025-04-02,MSFT,66,361.97
2025-04-02,MSFT,67,361.17
2025-04-02,MSFT,68,361.75
2025-04-02,MSFT,69,362.24
2025-04-02,MSFT,70,361.96
2025-04-02,MSFT,71,361.94
2025-04-02,MSFT,72,361.7
2025-04-02,MSFT,73,361.91
2025-04-02,MSFT,74,361.37
2025-04-02,MSFT,75,360.52
2025-04-02,MSFT,76,361.68
2025-04-02,MSFT,77,361.89
2025-04-02,MSFT,78,361.7
2025-04-03,MSFT,1,349.04
2025-04-03,MSFT,2,349.12
2025-04-03,MSFT,3,348.9
2025-04-03,MSFT,4,349.31
2025-04-03,MSFT,5,349.28
2025-04-03,MSFT,6,349.64
2025-04-03,MSFT,7,349.75
2025-04-03,MSFT,8,348.97
2025-04-03,MSFT,9,348.45
2025-04-03,MSFT,10,348.53
2025-04-03,MSFT,11,348.5
2025-04-03,MSFT,12,347.72
2025-04-03,MSFT,13,347.83
2025-04-03,MSFT,14,347.51
2025-04-03,MSFT,15,347.15
2025-04-03,MSFT,16,347.4
2025-04-03,MSFT,17,347.37
2025-04-03,MSFT,18,346.58
2025-04-03,MSFT,19,346.76
2025-04-03,MSFT,20,347
2025-04-03,MSFT,21,346.94
2025-04-03,MSFT,22,346.98
2025-04-03,MSFT,23,345.51
2025-04-03,MSFT,24,345.94
2025-04-03,MSFT,25,345.6
2025-04-03,MSFT,26,345.29
2025-04-03,MSFT,27,345.42
2025-04-03,MSFT,28,344.97
2025-04-03,MSFT,29,344.5
2025-04-03,MSFT,30,345.1
2025-04-03,MSFT,31,344.91
2025-04-03,MSFT,32,344.93
2025-04-03,MSFT,33,344.73
2025-04-03,MSFT,34,345.07
2025-04-03,MSFT,35,345.15
2025-04-03,MSFT,36,345.32
2025-04-03,MSFT,37,344.83
2025-04-03,MSFT,38,344.5
2025-04-03,MSFT,39,344.25
2025-04-03,MSFT,40,343.95
2025-04-03,MSFT,41,343.52
2025-04-03,MSFT,42,343.63
2025-04-03,MSFT,43,343.1
2025-04-03,MSFT,44,343.3
2025-04-03,MSFT,45,343.78
2025-04-03,MSFT,46,344.23
2025-04-03,MSFT,47,344
2025-04-03,MSFT,48,344.8
2025-04-03,MSFT,49,344.78
2025-04-03,MSFT,50,343.88
2025-04-03,MSFT,51,342.85
2025-04-03,MSFT,52,342.35
2025-04-03,MSFT,53,341.69
2025-04-03,MSFT,54,341.67
2025-04-03,MSFT,55,341.76
2025-04-03,MSFT,56,341.55
2025-04-03,MSFT,57,341.47
2025-04-03,MSFT,58,341.27
2025-04-03,MSFT,59,341.27
2025-04-03,MSFT,60,341.74
2025-04-03,MSFT,61,341.45
2025-04-03,MSFT,62,341.66
2025-04-03,MSFT,63,341.6
2025-04-03,MSFT,64,341.99
2025-04-03,MSFT,65,342.62
2025-04-03,MSFT,66,342.9
2025-04-03,MSFT,67,342.86
2025-04-03,MSFT,68,342.76
2025-04-03,MSFT,69,342.3
2025-04-03,MSFT,70,342.08
2025-04-03,MSFT,71,342.97
2025-04-03,MSFT,72,342.42
2025-04-03,MSFT,73,343.09
2025-04-03,MSFT,74,343.64
2025-04-03,MSFT,75,343.24
2025-04-03,MSFT,76,343.86
2025-04-03,MSFT,77,344.79
2025-04-03,MSFT,78,343.84
2025-04-04,MSFT,1,350.5
2025-04-04,MSFT,2,350.32
2025-04-04,MSFT,3,350.37
2025-04-04,MSFT,4,350.7
2025-04-04,MSFT,5,350.43
2025-04-04,MSFT,6,350.21
2025-04-04,MSFT,7,350.42
2025-04-04,MSFT,8,350.62
2025-04-04,MSFT,9,350.47
2025-04-04,MSFT,10,350.39
2025-04-04,MSFT,11,350.24
2025-04-04,MSFT,12,350.7
2025-04-04,MSFT,13,350.28
2025-04-04,MSFT,14,351.17
2025-04-04,MSFT,15,350.67
2025-04-04,MSFT,16,350.32
2025-04-04,MSFT,17,350.19
2025-04-04,MSFT,18,350.48
2025-04-04,MSFT,19,349.88
2025-04-04,MSFT,20,349.86
2025-04-04,MSFT,21,349.89
2025-04-04,MSFT,22,350.25
2025-04-04,MSFT,23,350.55
2025-04-04,MSFT,24,350.4
2025-04-04,MSFT,25,350.37
2025-04-04,MSFT,26,349.75
2025-04-04,MSFT,27,349.96
2025-04-04,MSFT,28,349.66
2025-04-04,MSFT,29,349.84
2025-04-04,MSFT,30,349.5
2025-04-04,MSFT,31,350.09
2025-04-04,MSFT,32,349.72
2025-04-04,MSFT,33,348.42
2025-04-04,MSFT,34,348.69
2025-04-04,MSFT,35,348.76
2025-04-04,MSFT,36,349.44
2025-04-04,MSFT,37,349.38
2025-04-04,MSFT,38,348.75
2025-04-04,MSFT,39,348.42
2025-04-04,MSFT,40,348.19
2025-04-04,MSFT,41,347.46
2025-04-04,MSFT,42,347.79
2025-04-04,MSFT,43,348
2025-04-04,MSFT,44,347.91
2025-04-04,MSFT,45,347.28
2025-04-04,MSFT,46,346.72
2025-04-04,MSFT,47,346.37
2025-04-04,MSFT,48,346.23
2025-04-04,MSFT,49,345.62
2025-04-04,MSFT,50,345.87
2025-04-04,MSFT,51,344.56
2025-04-04,MSFT,52,345.06
2025-04-04,MSFT,53,345.06
2025-04-04,MSFT,54,344.98
2025-04-04,MSFT,55,344.65
2025-04-04,MSFT,56,344.22
2025-04-04,MSFT,57,343.6
2025-04-04,MSFT,58,343.04
2025-04-04,MSFT,59,342.62
2025-04-04,MSFT,60,342.81
2025-04-04,MSFT,61,342.88
2025-04-04,MSFT,62,342.91
2025-04-04,MSFT,63,343.41
2025-04-04,MSFT,64,344.14
2025-04-04,MSFT,65,343.93
2025-04-04,MSFT,66,343.59
2025-04-04,MSFT,67,343.77
2025-04-04,MSFT,68,343.85
2025-04-04,MSFT,69,343.65
2025-04-04,MSFT,70,343.5
2025-04-04,MSFT,71,342.94
2025-04-04,MSFT,72,342.75
2025-04-04,MSFT,73,342.44
2025-04-04,MSFT,74,341.81
2025-04-04,MSFT,75,341.29
2025-04-04,MSFT,76,342.03
2025-04-04,MSFT,77,341.86
2025-04-04,MSFT,78,342.14
2025-04-07,MSFT,1,342.44
2025-04-07,MSFT,2,343.68
2025-04-07,MSFT,3,343.86
2025-04-07,MSFT,4,343.58
2025-04-07,MSFT,5,343.19
2025-04-07,MSFT,6,343.19
2025-04-07,MSFT,7,342.82
2025-04-07,MSFT,8,342.82
2025-04-07,MSFT,9,343.02
2025-04-07,MSFT,10,343.43
2025-04-07,MSFT,11,343.38
2025-04-07,MSFT,12,343.78
2025-04-07,MSFT,13,343.71
2025-04-07,MSFT,14,343.04
2025-04-07,MSFT,15,342.89
2025-04-07,MSFT,16,342.7
2025-04-07,MSFT,17,342.34
2025-04-07,MSFT,18,342.56
2025-04-07,MSFT,19,343.14
2025-04-07,MSFT,20,343.45
2025-04-07,MSFT,21,342.35
2025-04-07,MSFT,22,342.72
2025-04-07,MSFT,23,342.14
2025-04-07,MSFT,24,341.55
2025-04-07,MSFT,25,342.02
2025-04-07,MSFT,26,342.08
2025-04-07,MSFT,27,342.45
2025-04-07,MSFT,28,342.05
2025-04-07,MSFT,29,342.2
2025-04-07,MSFT,30,341.99
2025-04-07,MSFT,31,341.67
2025-04-07,MSFT,32,342.38
2025-04-07,MSFT,33,342.23
2025-04-07,MSFT,34,341.82
2025-04-07,MSFT,35,341.51
2025-04-07,MSFT,36,341.2
2025-04-07,MSFT,37,340.71
2025-04-07,MSFT,38,341.11
2025-04-07,MSFT,39,339.87
2025-04-07,MSFT,40,339.65
2025-04-07,MSFT,41,339.73
2025-04-07,MSFT,42,339.75
2025-04-07,MSFT,43,338.9
2025-04-07,MSFT,44,339.46
2025-04-07,MSFT,45,338.98
2025-04-07,MSFT,46,339.03
2025-04-07,MSFT,47,338.24
2025-04-07,MSFT,48,337.95
2025-04-07,MSFT,49,338.31
2025-04-07,MSFT,50,337.92
2025-04-07,MSFT,51,338.37
2025-04-07,MSFT,52,338.44
2025-04-07,MSFT,53,339.02
2025-04-07,MSFT,54,338.9
2025-04-07,MSFT,55,339.36
2025-04-07,MSFT,56,338.97
2025-04-07,MSFT,57,340.05
2025-04-07,MSFT,58,339.88
2025-04-07,MSFT,59,340.19
2025-04-07,MSFT,60,339.62
2025-04-07,MSFT,61,340.28
2025-04-07,MSFT,62,339.63
2025-04-07,MSFT,63,339.61
2025-04-07,MSFT,64,339.91
2025-04-07,MSFT,65,340.37
2025-04-07,MSFT,66,340.63
2025-04-07,MSFT,67,341.47
2025-04-07,MSFT,68,341.54
2025-04-07,MSFT,69,341.89
2025-04-07,MSFT,70,342.38
2025-04-07,MSFT,71,342.36
2025-04-07,MSFT,72,342.23
2025-04-07,MSFT,73,343.43
2025-04-07,MSFT,74,343.73
2025-04-07,MSFT,75,343.79
2025-04-07,MSFT,76,344.93
2025-04-07,MSFT,77,345.37
2025-04-07,MSFT,78,345.38
2025-04-08,MSFT,1,352.14
2025-04-08,MSFT,2,352.05
2025-04-08,MSFT,3,351.76
2025-04-08,MSFT,4,352.25
2025-04-08,MSFT,5,352.59
2025-04-08,MSFT,6,352.07
2025-04-08,MSFT,7,351.65
2025-04-08,MSFT,8,350.57
2025-04-08,MSFT,9,350.2
2025-04-08,MSFT,10,350.43
2025-04-08,MSFT,11,350.5
2025-04-08,MSFT,12,350.57
2025-04-08,MSFT,13,349.99
2025-04-08,MSFT,14,350.4
2025-04-08,MSFT,15,349.94
2025-04-08,MSFT,16,349.36
2025-04-08,MSFT,17,349.57
2025-04-08,MSFT,18,349.38
2025-04-08,MSFT,19,348.71
2025-04-08,MSFT,20,348.67
2025-04-08,MSFT,21,349.19
2025-04-08,MSFT,22,348.07
2025-04-08,MSFT,23,348.59
2025-04-08,MSFT,24,348.91
2025-04-08,MSFT,25,349.39
2025-04-08,MSFT,26,349.24
2025-04-08,MSFT,27,349.12
2025-04-08,MSFT,28,348.99
2025-04-08,MSFT,29,349.88
2025-04-08,MSFT,30,349.97
2025-04-08,MSFT,31,350.84
2025-04-08,MSFT,32,350
2025-04-08,MSFT,33,350.23
2025-04-08,MSFT,34,350.44
2025-04-08,MSFT,35,350.7
2025-04-08,MSFT,36,351.14
2025-04-08,MSFT,37,351.28
2025-04-08,MSFT,38,350.49
2025-04-08,MSFT,39,351.02
2025-04-08,MSFT,40,351.18
2025-04-08,MSFT,41,352.12
2025-04-08,MSFT,42,353.31
2025-04-08,MSFT,43,353.8
2025-04-08,MSFT,44,353.1
